Timestamp,SourceIP,DestURL,Action,ThreatCategory,BytesSent,BytesReceived,UserAgent,SourceUser,AppName
2026-01-28T13:02:36.792Z,16.160.39.165,https://salesforce.com/path/to/resource,Allow,None,596,33828,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Salesforce
2026-01-28T13:04:12.793Z,174.51.142.158,http://update-win32.com/payload.exe,Block,Malware,130,0,"Mozilla/5.0 (Windows NT 10.0)",intern_01@tenex.com,General Browsing
2026-01-28T13:04:40.793Z,48.27.64.208,https://salesforce.com/path/to/resource,Block,C2 Server,3049,42706,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,GitHub
2026-01-28T13:05:40.792Z,63.154.176.38,https://github.com/path/to/resource,Allow,None,3920,4894,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,Google Drive
2026-01-28T13:09:14.793Z,108.46.27.169,https://update-win32.com/path/to/resource,Allow,None,1555,37305,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Slack
2026-01-28T13:11:01.792Z,69.103.66.175,https://github.com/path/to/resource,Block,Phishing,3031,17046,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Salesforce
2026-01-28T13:11:13.792Z,159.198.103.83,https://update-win32.com/path/to/resource,Allow,None,4663,47008,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Slack
2026-01-28T13:11:37.793Z,176.243.175.213,https://unknown-host.xy/path/to/resource,Allow,None,3881,35122,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Slack
2026-01-28T13:12:31.792Z,18.144.191.3,https://update-win32.com/path/to/resource,Allow,None,1371,29685,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,Google Drive
2026-01-28T13:15:36.792Z,153.43.198.6,https://unknown-host.xy/path/to/resource,Block,Cryptomining,369,28634,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Google Drive
2026-01-28T13:16:47.793Z,155.178.143.68,https://update-win32.com/path/to/resource,Block,Ransomware,4162,7428,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,Slack
2026-01-28T13:18:44.792Z,137.42.90.97,https://facebook.com/path/to/resource,Allow,None,548,46163,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,Google Drive
2026-01-28T13:19:23.793Z,131.104.164.147,https://salesforce.com/path/to/resource,Block,Ransomware,2288,38701,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Dropbox
2026-01-28T13:21:08.792Z,38.2.182.243,https://salesforce.com/path/to/resource,Block,Spyware,337,28296,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Slack
2026-01-28T13:21:29.792Z,136.90.214.225,https://google.com/path/to/resource,Allow,None,1601,30071,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Google Drive
2026-01-28T13:24:13.792Z,107.117.241.239,https://google.com/path/to/resource,Allow,None,4812,35064,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,GitHub
2026-01-28T13:27:13.792Z,146.64.177.103,https://update-win32.com/path/to/resource,Allow,None,2206,38689,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,Dropbox
2026-01-28T13:27:38.792Z,24.198.21.210,https://update-win32.com/path/to/resource,Allow,None,4080,1685,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,General Browsing
2026-01-28T13:28:02.792Z,13.148.63.52,https://facebook.com/path/to/resource,Allow,None,400,33423,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,GitHub
2026-01-28T13:28:08.792Z,185.179.129.113,https://facebook.com/path/to/resource,Allow,None,2177,22162,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Dropbox
2026-01-28T13:33:49.792Z,154.0.67.78,https://facebook.com/path/to/resource,Block,None,3991,8911,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,General Browsing
2026-01-28T13:35:28.792Z,129.136.167.3,https://facebook.com/path/to/resource,Allow,None,3801,15602,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Dropbox
2026-01-28T13:35:35.792Z,110.233.7.122,https://github.com/path/to/resource,Allow,None,4069,8489,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Zoom
2026-01-28T13:36:33.793Z,46.54.73.177,https://facebook.com/path/to/resource,Allow,None,2742,32277,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Dropbox
2026-01-28T13:37:55.793Z,144.62.160.225,https://google.com/path/to/resource,Block,Cryptomining,3088,1037,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Salesforce
2026-01-28T13:42:23.792Z,97.30.166.126,https://google.com/path/to/resource,Allow,None,950,19312,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,GitHub
2026-01-28T13:44:05.791Z,16.109.145.216,https://facebook.com/path/to/resource,Allow,None,3569,5864,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Salesforce
2026-01-28T13:44:24.792Z,143.46.183.180,https://unknown-host.xy/path/to/resource,Allow,None,2685,42472,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Salesforce
2026-01-28T13:45:24.792Z,140.165.191.61,https://salesforce.com/path/to/resource,Allow,None,2573,17625,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,General Browsing
2026-01-28T13:46:35.792Z,184.216.249.67,https://salesforce.com/path/to/resource,Allow,None,2654,49542,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,General Browsing
2026-01-28T13:47:10.792Z,29.140.67.238,https://google.com/path/to/resource,Allow,None,1452,4005,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,Zoom
2026-01-28T13:47:11.792Z,185.159.19.114,https://google.com/path/to/resource,Allow,None,501,47202,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Dropbox
2026-01-28T13:47:24.792Z,127.63.219.82,https://github.com/path/to/resource,Block,Cryptomining,2129,22257,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,General Browsing
2026-01-28T13:48:39.792Z,127.140.231.214,https://update-win32.com/path/to/resource,Allow,None,1053,37879,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Slack
2026-01-28T13:51:08.793Z,87.253.59.152,https://google.com/path/to/resource,Block,Malware,1258,8104,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,Dropbox
2026-01-28T13:51:43.792Z,172.29.118.64,https://update-win32.com/path/to/resource,Allow,None,4918,8488,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,GitHub
2026-01-28T13:53:24.792Z,132.196.154.3,https://unknown-host.xy/path/to/resource,Block,None,4578,38610,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Slack
2026-01-28T13:55:08.792Z,154.191.57.4,https://unknown-host.xy/path/to/resource,Block,Botnet,824,27262,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,GitHub
2026-01-28T13:56:13.792Z,128.70.203.67,https://unknown-host.xy/path/to/resource,Allow,None,4578,49415,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Dropbox
2026-01-28T13:58:22.792Z,180.215.82.57,https://facebook.com/path/to/resource,Block,Malware,4161,13051,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Slack
2026-01-28T13:59:29.792Z,62.34.234.138,https://unknown-host.xy/path/to/resource,Allow,None,2227,3861,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,Salesforce
2026-01-28T13:59:37.792Z,121.42.139.67,https://google.com/path/to/resource,Block,Botnet,1300,15646,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Salesforce
2026-01-28T14:01:21.792Z,72.240.105.33,https://salesforce.com/path/to/resource,Block,Phishing,4186,25140,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,Google Drive
2026-01-28T14:02:34.793Z,82.189.224.41,https://github.com/path/to/resource,Block,Phishing,2808,13014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Zoom
2026-01-28T14:04:27.792Z,120.34.7.243,https://unknown-host.xy/path/to/resource,Allow,None,3476,7074,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,Salesforce
2026-01-28T14:08:14.793Z,35.203.139.228,http://update-win32.com/payload.exe,Block,Malware,470,0,"Mozilla/5.0 (Windows NT 10.0)",intern_01@tenex.com,General Browsing
2026-01-28T14:09:59.792Z,130.136.121.107,https://unknown-host.xy/path/to/resource,Block,Malware,4161,22360,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Slack
2026-01-28T14:10:10.792Z,121.202.112.236,https://facebook.com/path/to/resource,Block,Cryptomining,1659,22597,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Google Drive
2026-01-28T14:11:36.793Z,111.162.129.20,http://update-win32.com/payload.exe,Block,Malware,445,0,"Mozilla/5.0 (Windows NT 10.0)",intern_01@tenex.com,General Browsing
2026-01-28T14:16:13.793Z,191.46.161.32,https://facebook.com/path/to/resource,Allow,None,3149,31097,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Google Drive
2026-01-28T14:18:28.792Z,19.91.81.46,https://google.com/path/to/resource,Allow,None,2692,15465,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,General Browsing
2026-01-28T14:21:16.792Z,21.41.160.30,https://google.com/path/to/resource,Block,Phishing,3136,43858,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Zoom
2026-01-28T14:29:03.793Z,144.119.217.174,https://onion.router/hidden,Allow,None,2205,3702,"Mozilla/5.0 (rv:109.0)",m.chen@tenex.com,Tor Browser
2026-01-28T14:31:19.792Z,155.99.175.36,https://github.com/path/to/resource,Block,Ransomware,1472,27562,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Google Drive
2026-01-28T14:31:51.792Z,171.88.139.195,https://salesforce.com/path/to/resource,Block,None,1494,20829,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,GitHub
2026-01-28T14:32:06.792Z,12.112.136.71,https://salesforce.com/path/to/resource,Allow,None,468,15366,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,GitHub
2026-01-28T14:33:48.792Z,101.186.58.29,https://update-win32.com/path/to/resource,Block,None,1617,25980,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,Zoom
2026-01-28T14:34:27.792Z,112.28.200.136,https://update-win32.com/path/to/resource,Block,None,1539,12298,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Google Drive
2026-01-28T14:34:29.792Z,43.183.184.9,https://unknown-host.xy/path/to/resource,Block,Cryptomining,731,6622,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Slack
2026-01-28T14:34:53.792Z,80.160.145.90,https://update-win32.com/path/to/resource,Allow,None,732,20495,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,General Browsing
2026-01-28T14:35:10.792Z,192.102.38.178,https://google.com/path/to/resource,Allow,None,4521,13550,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Dropbox
2026-01-28T14:35:15.792Z,43.141.144.79,https://salesforce.com/path/to/resource,Allow,None,4804,6035,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,GitHub
2026-01-28T14:36:02.792Z,85.40.89.43,https://facebook.com/path/to/resource,Allow,None,3985,17659,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,General Browsing
2026-01-28T14:36:38.792Z,152.124.175.177,https://unknown-host.xy/path/to/resource,Block,Botnet,1357,46255,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,Slack
2026-01-28T14:39:53.792Z,35.246.73.96,https://github.com/path/to/resource,Block,None,4965,19822,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Zoom
2026-01-28T14:41:04.792Z,71.149.40.222,https://update-win32.com/path/to/resource,Allow,None,2578,26053,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Salesforce
2026-01-28T14:43:07.792Z,89.116.53.124,https://facebook.com/path/to/resource,Allow,None,2762,22986,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Dropbox
2026-01-28T14:43:17.792Z,191.6.102.129,https://facebook.com/path/to/resource,Allow,None,4888,20119,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,GitHub
2026-01-28T14:45:16.792Z,10.70.220.217,https://google.com/path/to/resource,Block,None,4406,33050,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Salesforce
2026-01-28T14:45:37.793Z,111.64.4.168,https://facebook.com/path/to/resource,Block,Phishing,2651,8053,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,General Browsing
2026-01-28T14:46:09.792Z,133.105.203.45,https://google.com/path/to/resource,Allow,None,1689,12016,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,Dropbox
2026-01-28T14:48:19.792Z,180.216.231.158,https://update-win32.com/path/to/resource,Allow,None,4543,5896,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Salesforce
2026-01-28T14:50:27.792Z,154.152.151.121,https://google.com/path/to/resource,Allow,None,3858,34323,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Dropbox
2026-01-28T14:50:48.792Z,56.228.142.248,https://unknown-host.xy/path/to/resource,Block,Botnet,3889,33722,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,Slack
2026-01-28T14:51:18.792Z,102.242.198.41,https://facebook.com/path/to/resource,Allow,None,1876,38802,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,Salesforce
2026-01-28T14:51:25.793Z,42.38.137.135,https://unknown-host.xy/path/to/resource,Allow,None,3895,25379,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,GitHub
2026-01-28T14:52:29.792Z,28.235.245.114,https://update-win32.com/path/to/resource,Block,Cryptomining,4980,19747,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,Google Drive
2026-01-28T14:52:52.792Z,66.189.183.83,https://salesforce.com/path/to/resource,Block,None,4812,49102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Salesforce
2026-01-28T14:54:15.793Z,113.159.203.58,https://google.com/path/to/resource,Block,Botnet,2402,11701,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,General Browsing
2026-01-28T14:56:09.792Z,93.59.203.205,https://github.com/path/to/resource,Allow,None,3015,49007,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,GitHub
2026-01-28T14:59:00.792Z,67.144.90.78,https://update-win32.com/path/to/resource,Allow,None,1840,25804,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,General Browsing
2026-01-28T14:59:41.792Z,159.70.25.250,https://facebook.com/path/to/resource,Allow,None,375,45345,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,Dropbox
2026-01-28T14:59:53.792Z,65.233.172.97,https://facebook.com/path/to/resource,Allow,None,1931,18555,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Dropbox
2026-01-28T15:00:11.792Z,171.216.77.235,https://google.com/path/to/resource,Block,C2 Server,1690,21183,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Google Drive
2026-01-28T15:00:16.792Z,147.170.121.17,https://salesforce.com/path/to/resource,Block,Cryptomining,713,34408,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Slack
2026-01-28T15:03:08.792Z,69.26.236.157,https://facebook.com/path/to/resource,Block,Spyware,2103,4270,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,GitHub
2026-01-28T15:04:49.792Z,77.180.160.197,https://unknown-host.xy/path/to/resource,Allow,None,2938,47688,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,General Browsing
2026-01-28T15:04:54.792Z,155.207.70.117,https://unknown-host.xy/path/to/resource,Block,Botnet,1352,39182,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Salesforce
2026-01-28T15:05:07.793Z,14.22.57.4,https://onion.router/hidden,Allow,None,3979,2083,"Mozilla/5.0 (rv:109.0)",m.chen@tenex.com,Tor Browser
2026-01-28T15:05:13.792Z,135.234.74.141,https://github.com/path/to/resource,Allow,None,3144,41078,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Zoom
2026-01-28T15:05:18.792Z,83.184.51.102,https://unknown-host.xy/path/to/resource,Block,Malware,4750,22978,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Slack
2026-01-28T15:05:36.792Z,27.51.15.194,https://unknown-host.xy/path/to/resource,Block,Malware,3051,21042,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,General Browsing
2026-01-28T15:08:47.792Z,13.62.144.68,https://unknown-host.xy/path/to/resource,Block,Phishing,1555,45767,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",sysadmin@tenex.com,Salesforce
2026-01-28T15:10:44.792Z,71.121.233.91,https://facebook.com/path/to/resource,Allow,None,999,29973,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Google Drive
2026-01-28T15:11:02.792Z,171.200.230.58,https://update-win32.com/path/to/resource,Allow,None,2655,39212,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,GitHub
2026-01-28T15:11:07.792Z,136.164.97.60,https://google.com/path/to/resource,Block,Cryptomining,2007,30928,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Dropbox
2026-01-28T15:14:40.793Z,100.114.230.31,https://salesforce.com/path/to/resource,Block,C2 Server,4139,48378,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Slack
2026-01-28T15:16:54.792Z,163.216.215.210,https://update-win32.com/path/to/resource,Allow,None,597,7795,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Slack
2026-01-28T15:17:16.792Z,84.12.8.38,https://facebook.com/path/to/resource,Allow,None,917,20736,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Dropbox
2026-01-28T15:17:26.792Z,169.227.72.136,https://salesforce.com/path/to/resource,Block,Ransomware,4007,21130,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Google Drive
2026-01-28T15:18:44.792Z,166.190.232.143,https://unknown-host.xy/path/to/resource,Allow,None,4320,42851,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Salesforce
2026-01-28T15:18:53.792Z,154.39.228.228,https://unknown-host.xy/path/to/resource,Allow,None,3421,37854,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,General Browsing
2026-01-28T15:19:07.792Z,131.21.247.21,https://unknown-host.xy/path/to/resource,Block,Ransomware,1693,25942,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,General Browsing
2026-01-28T15:19:48.792Z,128.10.109.20,https://github.com/path/to/resource,Block,Cryptomining,2883,41344,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,Slack
2026-01-28T15:20:28.793Z,182.92.177.29,https://google.com/path/to/resource,Block,Cryptomining,826,19327,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",a.smith@tenex.com,Dropbox
2026-01-28T15:23:47.792Z,65.6.216.59,https://facebook.com/path/to/resource,Allow,None,3299,48722,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",finance_lead@tenex.com,Google Drive
2026-01-28T15:26:04.792Z,85.84.229.196,https://facebook.com/path/to/resource,Allow,None,1319,49734,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",j.doe@tenex.com,GitHub
2026-01-28T15:26:53.792Z,39.20.62.152,https://update-win32.com/path/to/resource,Block,Cryptomining,2388,35690,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",k.patel@tenex.com,Salesforce
2026-01-28T15:28:40.793Z,11.102.131.129,https://onion.router/hidden,Allow,None,3296,2085,"Mozilla/5.0 (rv:109.0)",m.chen@tenex.com,Tor Browser
2026-01-28T15:30:11.793Z,80.180.124.87,https://salesforce.com/path/to/resource,Allow,None,767,2401,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Salesforce
2026-01-28T15:30:12.792Z,41.236.132.181,https://github.com/path/to/resource,Block,Ransomware,3780,8960,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,GitHub
2026-01-28T15:30:51.792Z,160.112.183.14,https://facebook.com/path/to/resource,Block,None,208,46347,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",intern_01@tenex.com,Zoom
2026-01-28T15:33:28.792Z,143.74.35.35,https://salesforce.com/path/to/resource,Allow,None,201,12783,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36",m.chen@tenex.com,General Browsing
